#separator:Pipe          
#notetype:Latin Conjugation
#deck column:7
#columns:Verb|Conjugated Verb|Conjugation Meaning|Latin Sentence|English Sentence|Morphology|Deck
agō|ēgerit|he/she/it may have driven|forsitan pāstor ovēs <v>ēgerit</v>|perhaps the shepherd may have driven the sheep|3P sg. perf. act. subj.|Conjugation::agō
agō|ēgerīmus|we may have driven|forsitan currūs <v>ēgerīmus</v>|perhaps we may have driven the chariots|1P pl. perf. act. subj.|Conjugation::agō
agō|ēgerītis|you all may have driven|forsitan pecora <v>ēgerītis</v>|perhaps you all may have driven the cattle|2P pl. perf. act. subj.|Conjugation::agō
agō|ēgerint|they may have driven|forsitan agricolae bovēs <v>ēgerint</v>|perhaps the farmers may have driven the cattle|3P pl. perf. act. subj.|Conjugation::agō
agō|āctus sim|I may have been driven|forsitan <v>āctus sim</v> in exsilium|perhaps I may have been driven into exile|1P sg. perf. pass. subj.|Conjugation::agō
agō|āctus sīs|you may have been driven|forsitan <v>āctus sīs</v> ventō|perhaps you may have been driven by the wind|2P sg. perf. pass. subj.|Conjugation::agō
agō|āctus sit|he/she/it may have been driven|forsitan navis <v>ācta sit</v> fluctibus|perhaps the ship may have been driven by the waves|3P sg. perf. pass. subj.|Conjugation::agō
agō|āctī sīmus|we may have been driven|forsitan <v>āctī sīmus</v> fatō|perhaps we may have been driven by fate|1P pl. perf. pass. subj.|Conjugation::agō
agō|āctī sītis|you all may have been driven|forsitan <v>āctī sītis</v> timōre|perhaps you all may have been driven by fear|2P pl. perf. pass. subj.|Conjugation::agō
agō|āctī sint|they may have been driven|forsitan equī <v>āctī sint</v> per viam|perhaps the horses may have been driven along the road|3P pl. perf. pass. subj.|Conjugation::agō
agō|ēgissem|I would have driven|sī potuissem, equōs <v>ēgissem</v>|if I had been able, I would have driven the horses|1P sg. plup. act. subj.|Conjugation::agō
agō|ēgissēs|you would have driven|sī potuissēs, gregem <v>ēgissēs</v>|if you had been able, you would have driven the flock|2P sg. plup. act. subj.|Conjugation::agō
agō|ēgisset|he/she/it would have driven|sī potuisset, pāstor ovēs <v>ēgisset</v>|if he had been able, the shepherd would have driven the sheep|3P sg. plup. act. subj.|Conjugation::agō
agō|ēgissēmus|we would have driven|sī potuissēmus, currūs <v>ēgissēmus</v>|if we had been able, we would have driven the chariots|1P pl. plup. act. subj.|Conjugation::agō
agō|ēgissētis|you all would have driven|sī potuissētis, pecora <v>ēgissētis</v>|if you had been able, you all would have driven the cattle|2P pl. plup. act. subj.|Conjugation::agō
agō|ēgissent|they would have driven|sī potuissent, agricolae bovēs <v>ēgissent</v>|if they had been able, the farmers would have driven the cattle|3P pl. plup. act. subj.|Conjugation::agō
agō|āctus essem|I would have been driven|sī necesse fuisset, <v>āctus essem</v> in exsilium|if it had been necessary, I would have been driven into exile|1P sg. plup. pass. subj.|Conjugation::agō
agō|āctus essēs|you would have been driven|sī necesse fuisset, <v>āctus essēs</v> ventō|if it had been necessary, you would have been driven by the wind|2P sg. plup. pass. subj.|Conjugation::agō
agō|āctus esset|he/she/it would have been driven|sī necesse fuisset, navis <v>ācta esset</v> fluctibus|if it had been necessary, the ship would have been driven by the waves|3P sg. plup. pass. subj.|Conjugation::agō
agō|āctī essēmus|we would have been driven|sī necesse fuisset, <v>āctī essēmus</v> fatō|if it had been necessary, we would have been driven by fate|1P pl. plup. pass. subj.|Conjugation::agō
agō|āctī essētis|you all would have been driven|sī necesse fuisset, <v>āctī essētis</v> timōre|if it had been necessary, you all would have been driven by fear|2P pl. plup. pass. subj.|Conjugation::agō
agō|āctī essent|they would have been driven|sī necesse fuisset, equī <v>āctī essent</v> per viam|if it had been necessary, the horses would have been driven along the road|3P pl. plup. pass. subj.|Conjugation::agō
agō|age|drive!|<v>age</v> equōs!|drive the horses!|2P sg. pres. act. imp.|Conjugation::agō
agō|agite|drive! (plural)|<v>agite</v> pecora!|drive the cattle! (plural)|2P pl. pres. act. imp.|Conjugation::agō
agō|agere|to drive|bovēs <v>agere</v> difficile est|to drive cattle is difficult|__ __ pres. act. inf.|Conjugation::agō
agō|ēgisse|to have driven|dīcit sē equōs <v>ēgisse</v>|he says that he has driven the horses|__ __ perf. act. inf.|Conjugation::agō
agō|āctūrus esse|to be about to drive|dīcit sē bovēs <v>āctūrum esse</v>|he says that he is about to drive the cattle|__ __ fut. act. inf.|Conjugation::agō
agō|agī|to be driven|equī possunt <v>agī</v>|horses can be driven|__ __ pres. pass. inf.|Conjugation::agō
agō|āctum esse|to have been driven|dīcit equōs <v>āctōs esse</v>|he says that the horses have been driven|__ __ perf. pass. inf.|Conjugation::agō
agō|āctum īrī|to be about to be driven|dīcit equōs <v>āctum īrī</v>|he says that the horses are about to be driven|__ __ fut. pass. inf.|Conjugation::agō
agō|agēns|driving|vidī pāstōrem ovēs <v>agentem</v>|I saw the shepherd driving the sheep|__ __ pres. act. part.|Conjugation::agō
agō|āctūrus|about to drive|pāstor, ovēs <v>āctūrus</v>, surgit|the shepherd, about to drive the sheep, rises|__ __ fut. act. part.|Conjugation::agō
agō|āctus|having been driven|equī, <v>āctī</v> per viam, fessī erant|the horses, having been driven along the road, were tired|__ __ perf. pass. part.|Conjugation::agō
agō|agendī|of driving|ars equōs <v>agendī</v> difficilis est|the art of driving horses is difficult|__ __ __ __ gerund.|Conjugation::agō
agō|āctum|to drive (supine)|eunt <v>āctum</v> pecora|they go to drive the cattle|__ __ __ __ supine.|Conjugation::agō

audiō|audiō|I hear|<v>audiō</v> vōcem tuam|I hear your voice|1P sg. pres. act. ind.|Conjugation::audiō
audiō|audis|you hear|<v>audis</v> mē cantantem|you hear me singing|2P sg. pres. act. ind.|Conjugation::audiō
audiō|audit|he/she/it hears|puer <v>audit</v> avēs|the boy hears the birds|3P sg. pres. act. ind.|Conjugation::audiō
audiō|audīmus|we hear|<v>audīmus</v> ventum|we hear the wind|1P pl. pres. act. ind.|Conjugation::audiō
audiō|audītis|you all hear|<v>audītis</v> mūsicam|you all hear the music|2P pl. pres. act. ind.|Conjugation::audiō
audiō|audiunt|they hear|servī <v>audiunt</v> dominum|the slaves hear the master|3P pl. pres. act. ind.|Conjugation::audiō
audiō|audior|I am heard|<v>audior</v> ā multīs|I am heard by many|1P sg. pres. pass. ind.|Conjugation::audiō
audiō|audīris|you are heard|<v>audīris</v> per tōtam urbem|you are heard throughout the city|2P sg. pres. pass. ind.|Conjugation::audiō
audiō|audītur|he/she/it is heard|vōx eius <v>audītur</v>|his voice is heard|3P sg. pres. pass. ind.|Conjugation::audiō
audiō|audīmur|we are heard|<v>audīmur</v> ā dīs|we are heard by the gods|1P pl. pres. pass. ind.|Conjugation::audiō
audiō|audīminī|you all are heard|<v>audīminī</v> ā magistrō|you all are heard by the teacher|2P pl. pres. pass. ind.|Conjugation::audiō
audiō|audiuntur|they are heard|carmina <v>audiuntur</v>|songs are heard|3P pl. pres. pass. ind.|Conjugation::audiō
audiō|audiēbam|I was hearing|<v>audiēbam</v> clāmōrēs|I was hearing shouts|1P sg. impf. act. ind.|Conjugation::audiō
audiō|audiēbās|you were hearing|<v>audiēbās</v> sonitum|you were hearing the sound|2P sg. impf. act. ind.|Conjugation::audiō
audiō|audiēbat|he/she/it was hearing|puer <v>audiēbat</v> fābulam|the boy was hearing the story|3P sg. impf. act. ind.|Conjugation::audiō
audiō|audiēbāmus|we were hearing|<v>audiēbāmus</v> cantūs|we were hearing songs|1P pl. impf. act. ind.|Conjugation::audiō
audiō|audiēbātis|you all were hearing|<v>audiēbātis</v> tonitrua|you all were hearing thunder|2P pl. impf. act. ind.|Conjugation::audiō
audiō|audiēbant|they were hearing|mīlitēs <v>audiēbant</v> tubam|the soldiers were hearing the trumpet|3P pl. impf. act. ind.|Conjugation::audiō
audiō|audiēbar|I was being heard|<v>audiēbar</v> in forō|I was being heard in the forum|1P sg. impf. pass. ind.|Conjugation::audiō
audiō|audiēbāris|you were being heard|<v>audiēbāris</v> ā senātū|you were being heard by the senate|2P sg. impf. pass. ind.|Conjugation::audiō
audiō|audiēbātur|he/she/it was being heard|vōx <v>audiēbātur</v> ē templō|the voice was being heard from the temple|3P sg. impf. pass. ind.|Conjugation::audiō
audiō|audiēbāmur|we were being heard|<v>audiēbāmur</v> ā populō|we were being heard by the people|1P pl. impf. pass. ind.|Conjugation::audiō
audiō|audiēbāminī|you all were being heard|<v>audiēbāminī</v> ā iūdice|you all were being heard by the judge|2P pl. impf. pass. ind.|Conjugation::audiō
audiō|audiēbantur|they were being heard|verba <v>audiēbantur</v> clārē|the words were being heard clearly|3P pl. impf. pass. ind.|Conjugation::audiō
audiō|audiam|I will hear|crās tē <v>audiam</v>|tomorrow I will hear you|1P sg. fut. act. ind.|Conjugation::audiō
audiō|audiēs|you will hear|mox <v>audiēs</v> nūntium|soon you will hear the message|2P sg. fut. act. ind.|Conjugation::audiō
audiō|audiet|he/she/it will hear|rēx <v>audiet</v> precēs|the king will hear the prayers|3P sg. fut. act. ind.|Conjugation::audiō
audiō|audiēmus|we will hear|<v>audiēmus</v> ōrāculum|we will hear the oracle|1P pl. fut. act. ind.|Conjugation::audiō
audiō|audiētis|you all will hear|mox <v>audiētis</v> vēritātem|soon you all will hear the truth|2P pl. fut. act. ind.|Conjugation::audiō
audiō|audient|they will hear|omnēs <v>audient</v> lēgem|all will hear the law|3P pl. fut. act. ind.|Conjugation::audiō
audiō|audiar|I will be heard|<v>audiar</v> ā cōnsule|I will be heard by the consul|1P sg. fut. pass. ind.|Conjugation::audiō
audiō|audiēris|you will be heard|<v>audiēris</v> ā rēge|you will be heard by the king|2P sg. fut. pass. ind.|Conjugation::audiō
audiō|audiētur|he/she/it will be heard|vōx eius <v>audiētur</v> ubīque|his voice will be heard everywhere|3P sg. fut. pass. ind.|Conjugation::audiō
audiō|audiēmur|we will be heard|<v>audiēmur</v> ā deīs|we will be heard by the gods|1P pl. fut. pass. ind.|Conjugation::audiō
audiō|audiēminī|you all will be heard|<v>audiēminī</v> ā senātū|you all will be heard by the senate|2P pl. fut. pass. ind.|Conjugation::audiō
audiō|audientur|they will be heard|preces <v>audientur</v>|the prayers will be heard|3P pl. fut. pass. ind.|Conjugation::audiō
audiō|audīvī|I heard/have heard|tandem tē <v>audīvī</v>|finally I heard you|1P sg. perf. act. ind.|Conjugation::audiō
audiō|audīvistī|you heard/have heard|bene <v>audīvistī</v>|you heard well|2P sg. perf. act. ind.|Conjugation::audiō
audiō|audīvit|he/she/it heard/has heard|dux <v>audīvit</v> nūntium|the leader heard the message|3P sg. perf. act. ind.|Conjugation::audiō
audiō|audīvimus|we heard/have heard|<v>audīvimus</v> clāmōrem|we heard the shout|1P pl. perf. act. ind.|Conjugation::audiō
audiō|audīvistis|you all heard/have heard|<v>audīvistis</v> fābulam|you all heard the story|2P pl. perf. act. ind.|Conjugation::audiō
audiō|audīvērunt|they heard/have heard|cīvēs <v>audīvērunt</v> ēdictum|the citizens heard the proclamation|3P pl. perf. act. ind.|Conjugation::audiō
audiō|audītus sum|I was/have been heard|<v>audītus sum</v> ā patre|I was heard by father|1P sg. perf. pass. ind.|Conjugation::audiō
audiō|audītus es|you were/have been heard|<v>audītus es</v> ā magistrō|you were heard by the teacher|2P sg. perf. pass. ind.|Conjugation::audiō
audiō|audītus est|he/she/it was/has been heard|ōrātor <v>audītus est</v>|the orator was heard|3P sg. perf. pass. ind.|Conjugation::audiō
audiō|audītī sumus|we were/have been heard|<v>audītī sumus</v> ā senātū|we were heard by the senate|1P pl. perf. pass. ind.|Conjugation::audiō
audiō|audītī estis|you all were/have been heard|<v>audītī estis</v> ā iūdice|you all were heard by the judge|2P pl. perf. pass. ind.|Conjugation::audiō
audiō|audītī sunt|they were/have been heard|testēs <v>audītī sunt</v>|the witnesses were heard|3P pl. perf. pass. ind.|Conjugation::audiō
audiō|audīveram|I had heard|iam <v>audīveram</v> fābulam|I had already heard the story|1P sg. plup. act. ind.|Conjugation::audiō
audiō|audīverās|you had heard|antea <v>audīverās</v> nūntium|previously you had heard the message|2P sg. plup. act. ind.|Conjugation::audiō
audiō|audīverat|he/she/it had heard|senex <v>audīverat</v> rumōrem|the old man had heard the rumor|3P sg. plup. act. ind.|Conjugation::audiō
audiō|audīverāmus|we had heard|<v>audīverāmus</v> cantum|we had heard the song|1P pl. plup. act. ind.|Conjugation::audiō
audiō|audīverātis|you all had heard|<v>audīverātis</v> ōrāculum|you all had heard the oracle|2P pl. plup. act. ind.|Conjugation::audiō
audiō|audīverant|they had heard|omnēs <v>audīverant</v> nōmen|all had heard the name|3P pl. plup. act. ind.|Conjugation::audiō
audiō|audītus eram|I had been heard|<v>audītus eram</v> ā multīs|I had been heard by many|1P sg. plup. pass. ind.|Conjugation::audiō
audiō|audītus erās|you had been heard|<v>audītus erās</v> ā rēge|you had been heard by the king|2P sg. plup. pass. ind.|Conjugation::audiō
audiō|audītus erat|he/she/it had been heard|carmen <v>audītum erat</v>|the song had been heard|3P sg. plup. pass. ind.|Conjugation::audiō
audiō|audītī erāmus|we had been heard|<v>audītī erāmus</v> ā populō|we had been heard by the people|1P pl. plup. pass. ind.|Conjugation::audiō
audiō|audītī erātis|you all had been heard|<v>audītī erātis</v> ā ducibus|you all had been heard by the leaders|2P pl. plup. pass. ind.|Conjugation::audiō
audiō|audītī erant|they had been heard|vocēs <v>audītae erant</v>|the voices had been heard|3P pl. plup. pass. ind.|Conjugation::audiō
audiō|audīverō|I will have heard|mox <v>audīverō</v> tē|soon I will have heard you|1P sg. futperf. act. ind.|Conjugation::audiō
audiō|audīveris|you will have heard|<v>audīveris</v> nūntium|you will have heard the message|2P sg. futperf. act. ind.|Conjugation::audiō
audiō|audīverit|he/she/it will have heard|puer <v>audīverit</v> fābulam|the boy will have heard the story|3P sg. futperf. act. ind.|Conjugation::audiō
audiō|audīverimus|we will have heard|<v>audīverimus</v> ōrāculum|we will have heard the oracle|1P pl. futperf. act. ind.|Conjugation::audiō
audiō|audīveritis|you all will have heard|<v>audīveritis</v> vēritātem|you all will have heard the truth|2P pl. futperf. act. ind.|Conjugation::audiō
audiō|audīverint|they will have heard|omnēs <v>audīverint</v> lēgem|all will have heard the law|3P pl. futperf. act. ind.|Conjugation::audiō
audiō|audītus erō|I will have been heard|<v>audītus erō</v> ā senātū|I will have been heard by the senate|1P sg. futperf. pass. ind.|Conjugation::audiō
audiō|audītus eris|you will have been heard|<v>audītus eris</v> ā iūdice|you will have been heard by the judge|2P sg. futperf. pass. ind.|Conjugation::audiō
audiō|audītus erit|he/she/it will have been heard|vōx <v>audīta erit</v>|the voice will have been heard|3P sg. futperf. pass. ind.|Conjugation::audiō
audiō|audītī erimus|we will have been heard|<v>audītī erimus</v> ā populō|we will have been heard by the people|1P pl. futperf. pass. ind.|Conjugation::audiō
audiō|audītī eritis|you all will have been heard|<v>audītī eritis</v> ā magistrō|you all will have been heard by the teacher|2P pl. futperf. pass. ind.|Conjugation::audiō
audiō|audītī erunt|they will have been heard|verba <v>audīta erunt</v>|the words will have been heard|3P pl. futperf. pass. ind.|Conjugation::audiō
audiō|audiam|I may hear|utinam tē <v>audiam</v>|if only I may hear you|1P sg. pres. act. subj.|Conjugation::audiō
audiō|audiās|you may hear|utinam <v>audiās</v> mē|if only you may hear me|2P sg. pres. act. subj.|Conjugation::audiō
audiō|audiat|he/she/it may hear|utinam puer <v>audiat</v>|if only the boy may hear|3P sg. pres. act. subj.|Conjugation::audiō
audiō|audiāmus|we may hear|utinam <v>audiāmus</v> cantum|if only we may hear the song|1P pl. pres. act. subj.|Conjugation::audiō
audiō|audiātis|you all may hear|utinam <v>audiātis</v> vēritātem|if only you all may hear the truth|2P pl. pres. act. subj.|Conjugation::audiō
audiō|audiant|they may hear|utinam omnēs <v>audiant</v>|if only all may hear|3P pl. pres. act. subj.|Conjugation::audiō
audiō|audiar|I may be heard|utinam <v>audiar</v> ā patre|if only I may be heard by father|1P sg. pres. pass. subj.|Conjugation::audiō
audiō|audiāris|you may be heard|utinam <v>audiāris</v> ā magistrō|if only you may be heard by the teacher|2P sg. pres. pass. subj.|Conjugation::audiō
audiō|audiātur|he/she/it may be heard|utinam vōx <v>audiātur</v>|if only the voice may be heard|3P sg. pres. pass. subj.|Conjugation::audiō
audiō|audiāmur|we may be heard|utinam <v>audiāmur</v> ā senātū|if only we may be heard by the senate|1P pl. pres. pass. subj.|Conjugation::audiō
audiō|audiāminī|you all may be heard|utinam <v>audiāminī</v> ā rēge|if only you all may be heard by the king|2P pl. pres. pass. subj.|Conjugation::audiō
audiō|audiantur|they may be heard|utinam preces <v>audiantur</v>|if only the prayers may be heard|3P pl. pres. pass. subj.|Conjugation::audiō
audiō|audīrem|I would hear|<v>audīrem</v> sī possem|I would hear if I could|1P sg. impf. act. subj.|Conjugation::audiō
audiō|audīrēs|you would hear|<v>audīrēs</v> sī adessēs|you would hear if you were present|2P sg. impf. act. subj.|Conjugation::audiō
audiō|audīret|he/she/it would hear|puer <v>audīret</v> sī vigilāret|the boy would hear if he were awake|3P sg. impf. act. subj.|Conjugation::audiō
audiō|audīrēmus|we would hear|<v>audīrēmus</v> sī licēret|we would hear if it were permitted|1P pl. impf. act. subj.|Conjugation::audiō
audiō|audīrētis|you all would hear|<v>audīrētis</v> sī venīrētis|you all would hear if you came|2P pl. impf. act. subj.|Conjugation::audiō
audiō|audīrent|they would hear|omnēs <v>audīrent</v> sī tacērent|all would hear if they were silent|3P pl. impf. act. subj.|Conjugation::audiō
audiō|audīrer|I would be heard|<v>audīrer</v> sī clāmārem|I would be heard if I shouted|1P sg. impf. pass. subj.|Conjugation::audiō
audiō|audīrēris|you would be heard|<v>audīrēris</v> sī loquērēris|you would be heard if you spoke|2P sg. impf. pass. subj.|Conjugation::audiō
audiō|audīrētur|he/she/it would be heard|vōx <v>audīrētur</v> sī esset|the voice would be heard if it existed|3P sg. impf. pass. subj.|Conjugation::audiō
audiō|audīrēmur|we would be heard|<v>audīrēmur</v> sī canerēmus|we would be heard if we sang|1P pl. impf. pass. subj.|Conjugation::audiō
audiō|audīrēminī|you all would be heard|<v>audīrēminī</v> sī clāmārētis|you all would be heard if you shouted|2P pl. impf. pass. subj.|Conjugation::audiō
audiō|audīrentur|they would be heard|verba <v>audīrentur</v> sī dīcerentur|the words would be heard if they were spoken|3P pl. impf. pass. subj.|Conjugation::audiō
audiō|audīverim|I may have heard|forsitan <v>audīverim</v>|perhaps I may have heard|1P sg. perf. act. subj.|Conjugation::audiō
audiō|audīverīs|you may have heard|forsitan <v>audīverīs</v>|perhaps you may have heard|2P sg. perf. act. subj.|Conjugation::audiō
audiō|audīverit|he/she/it may have heard|forsitan puer <v>audīverit</v>|perhaps the boy may have heard|3P sg. perf. act. subj.|Conjugation::audiō
audiō|audīverīmus|we may have heard|forsitan <v>audīverīmus</v>|perhaps we may have heard|1P pl. perf. act. subj.|Conjugation::audiō
audiō|audīverītis|you all may have heard|forsitan <v>audīverītis</v>|perhaps you all may have heard|2P pl. perf. act. subj.|Conjugation::audiō
audiō|audīverint|they may have heard|forsitan omnēs <v>audīverint</v>|perhaps all may have heard|3P pl. perf. act. subj.|Conjugation::audiō
audiō|audītus sim|I may have been heard|forsitan <v>audītus sim</v>|perhaps I may have been heard|1P sg. perf. pass. subj.|Conjugation::audiō
audiō|audītus sīs|you may have been heard|forsitan <v>audītus sīs</v>|perhaps you may have been heard|2P sg. perf. pass. subj.|Conjugation::audiō
audiō|audītus sit|he/she/it may have been heard|forsitan vōx <v>audīta sit</v>|perhaps the voice may have been heard|3P sg. perf. pass. subj.|Conjugation::audiō
audiō|audītī sīmus|we may have been heard|forsitan <v>audītī sīmus</v>|perhaps we may have been heard|1P pl. perf. pass. subj.|Conjugation::audiō
audiō|audītī sītis|you all may have been heard|forsitan <v>audītī sītis</v>|perhaps you all may have been heard|2P pl. perf. pass. subj.|Conjugation::audiō
audiō|audītī sint|they may have been heard|forsitan verba <v>audīta sint</v>|perhaps the words may have been heard|3P pl. perf. pass. subj.|Conjugation::audiō
audiō|audīvissem|I would have heard|<v>audīvissem</v> sī adfuissem|I would have heard if I had been present|1P sg. plup. act. subj.|Conjugation::audiō
audiō|audīvissēs|you would have heard|<v>audīvissēs</v> sī vēnissēs|you would have heard if you had come|2P sg. plup. act. subj.|Conjugation::audiō
audiō|audīvisset|he/she/it would have heard|puer <v>audīvisset</v> sī vigilāvisset|the boy would have heard if he had been awake|3P sg. plup. act. subj.|Conjugation::audiō
audiō|audīvissēmus|we would have heard|<v>audīvissēmus</v> sī licuisset|we would have heard if it had been permitted|1P pl. plup. act. subj.|Conjugation::audiō
audiō|audīvissētis|you all would have heard|<v>audīvissētis</v> sī adfuissētis|you all would have heard if you had been present|2P pl. plup. act. subj.|Conjugation::audiō
audiō|audīvissent|they would have heard|omnēs <v>audīvissent</v> sī tacuissent|all would have heard if they had been silent|3P pl. plup. act. subj.|Conjugation::audiō
audiō|audītus essem|I would have been heard|<v>audītus essem</v> sī locūtus essem|I would have been heard if I had spoken|1P sg. plup. pass. subj.|Conjugation::audiō
audiō|audītus essēs|you would have been heard|<v>audītus essēs</v> sī clāmāvissēs|you would have been heard if you had shouted|2P sg. plup. pass. subj.|Conjugation::audiō
audiō|audītus esset|he/she/it would have been heard|vōx <v>audīta esset</v> sī fuisset|the voice would have been heard if it had existed|3P sg. plup. pass. subj.|Conjugation::audiō
audiō|audītī essēmus|we would have been heard|<v>audītī essēmus</v> sī cantāvissēmus|we would have been heard if we had sung|1P pl. plup. pass. subj.|Conjugation::audiō
audiō|audītī essētis|you all would have been heard|<v>audītī essētis</v> sī locūtī essētis|you all would have been heard if you had spoken|2P pl. plup. pass. subj.|Conjugation::audiō
audiō|audītī essent|they would have been heard|verba <v>audīta essent</v> sī dicta essent|the words would have been heard if they had been spoken|3P pl. plup. pass. subj.|Conjugation::audiō
audiō|audī|hear!|<v>audī</v> mē!|hear me!|2P sg. pres. act. imp.|Conjugation::audiō
audiō|audīte|hear! (plural)|<v>audīte</v> omnēs!|hear, all of you!|2P pl. pres. act. imp.|Conjugation::audiō
audiō|audītor|be heard!|<v>audītor</v> ā populō!|be heard by the people!|2P sg. pres. pass. imp.|Conjugation::audiō
audiō|audīminī|be heard! (plural)|<v>audīminī</v> ā senātū!|be heard by the senate!|2P pl. pres. pass. imp.|Conjugation::audiō
audiō|audīre|to hear|volō tē <v>audīre</v>|I want to hear you|__ __ pres. act. inf.|Conjugation::audiō
audiō|audīrī|to be heard|cupiō <v>audīrī</v>|I desire to be heard|__ __ pres. pass. inf.|Conjugation::audiō
audiō|audīvisse|to have heard|dīcit sē <v>audīvisse</v>|he says that he has heard|__ __ perf. act. inf.|Conjugation::audiō
audiō|audītum esse|to have been heard|fertur <v>audītum esse</v>|it is said to have been heard|__ __ perf. pass. inf.|Conjugation::audiō
audiō|audītūrus esse|to be about to hear|spērō mē <v>audītūrum esse</v>|I hope to be about to hear|__ __ fut. act. inf.|Conjugation::audiō
audiō|audītum īrī|to be about to be heard|crēditur <v>audītum īrī</v>|it is believed to be about to be heard|__ __ fut. pass. inf.|Conjugation::audiō
audiō|audiēns|hearing|<v>audiēns</v> verba, intellēxit|hearing the words, he understood|__ __ pres. act. part.|Conjugation::audiō
audiō|audītūrus|about to hear|<v>audītūrus</v> ōrāculum vēnit|he came, about to hear the oracle|__ __ fut. act. part.|Conjugation::audiō
audiō|audiendī|of hearing|ars <v>audiendī</v>|the art of hearing|__ __ __ __ gerund.|Conjugation::audiō
audiō|audītum|to hear|vēnērunt <v>audītum</v> ōrātōrem|they came to hear the orator|__ __ __ __ supine.|Conjugation::audiō

faciō|faciō|I make/do|<v>faciō</v> opus magnum.|I make a great work.|1P sg. pres. act. ind.|Conjugation::faciō
faciō|facis|you make/do|<v>facis</v> rem pulchram.|You make a beautiful thing.|2P sg. pres. act. ind.|Conjugation::faciō
faciō|facit|he/she/it makes/does|puer <v>facit</v> lectum.|The boy makes the bed.|3P sg. pres. act. ind.|Conjugation::faciō
faciō|facimus|we make/do|<v>facimus</v> domum novam.|We make a new house.|1P pl. pres. act. ind.|Conjugation::faciō
faciō|facitis|you all make/do|quid <v>facitis</v> hodiē?|What are you all doing today?|2P pl. pres. act. ind.|Conjugation::faciō
faciō|faciunt|they make/do|servī <v>faciunt</v> cēnam.|The slaves make dinner.|3P pl. pres. act. ind.|Conjugation::faciō
faciō|faciēbam|I was making/doing|<v>faciēbam</v> opus difficile.|I was doing difficult work.|1P sg. impf. act. ind.|Conjugation::faciō
faciō|faciēbās|you were making/doing|tū <v>faciēbās</v> multum.|You were doing much.|2P sg. impf. act. ind.|Conjugation::faciō
faciō|faciēbat|he/she/it was making/doing|magister <v>faciēbat</v> exemplum.|The teacher was making an example.|3P sg. impf. act. ind.|Conjugation::faciō
faciō|faciēbāmus|we were making/doing|<v>faciēbāmus</v> iter longum.|We were making a long journey.|1P pl. impf. act. ind.|Conjugation::faciō
faciō|faciēbātis|you all were making/doing|vōs <v>faciēbātis</v> bene.|You all were doing well.|2P pl. impf. act. ind.|Conjugation::faciō
faciō|faciēbant|they were making/doing|discipulī <v>faciēbant</v> labōrem.|The students were doing work.|3P pl. impf. act. ind.|Conjugation::faciō
faciō|faciam|I will make/do|crās <v>faciam</v> melius.|Tomorrow I will do better.|1P sg. fut. act. ind.|Conjugation::faciō
faciō|faciēs|you will make/do|tū <v>faciēs</v> optimē.|You will do very well.|2P sg. fut. act. ind.|Conjugation::faciō
faciō|faciet|he/she/it will make/do|soror <v>faciet</v> sacrum.|Sister will make the sacrifice.|3P sg. fut. act. ind.|Conjugation::faciō
faciō|faciēmus|we will make/do|<v>faciēmus</v> iter ad urbem.|We will make a journey to the city.|1P pl. fut. act. ind.|Conjugation::faciō
faciō|faciētis|you all will make/do|vōs <v>faciētis</v> magna.|You all will do great things.|2P pl. fut. act. ind.|Conjugation::faciō
faciō|facient|they will make/do|mīlitēs <v>facient</v> castra.|The soldiers will make camp.|3P pl. fut. act. ind.|Conjugation::faciō
faciō|fēcī|I made/did|<v>fēcī</v> quod potuī.|I did what I could.|1P sg. perf. act. ind.|Conjugation::faciō
faciō|fēcistī|you made/did|bene <v>fēcistī</v>.|You did well.|2P sg. perf. act. ind.|Conjugation::faciō
faciō|fēcit|he/she/it made/did|deus <v>fēcit</v> mundum.|God made the world.|3P sg. perf. act. ind.|Conjugation::faciō
faciō|fēcimus|we made/did|<v>fēcimus</v> quod iustum erat.|We did what was right.|1P pl. perf. act. ind.|Conjugation::faciō
faciō|fēcistis|you all made/did|vōs <v>fēcistis</v> satis.|You all did enough.|2P pl. perf. act. ind.|Conjugation::faciō
faciō|fēcērunt|they made/did|maiōrēs nostrī bene <v>fēcērunt</v>.|Our ancestors did well.|3P pl. perf. act. ind.|Conjugation::faciō
faciō|fēceram|I had made/done|iam <v>fēceram</v> opus.|I had already done the work.|1P sg. plup. act. ind.|Conjugation::faciō
faciō|fēcerās|you had made/done|tū <v>fēcerās</v> antea.|You had done it before.|2P sg. plup. act. ind.|Conjugation::faciō
faciō|fēcerat|he/she/it had made/done|pater <v>fēcerat</v> promissum.|Father had made a promise.|3P sg. plup. act. ind.|Conjugation::faciō
faciō|fēcerāmus|we had made/done|<v>fēcerāmus</v> iter longum.|We had made a long journey.|1P pl. plup. act. ind.|Conjugation::faciō
faciō|fēcerātis|you all had made/done|vōs <v>fēcerātis</v> multum.|You all had done much.|2P pl. plup. act. ind.|Conjugation::faciō
faciō|fēcerant|they had made/done|servī <v>fēcerant</v> cēnam.|The slaves had made dinner.|3P pl. plup. act. ind.|Conjugation::faciō
faciō|fēcerō|I will have made/done|mox <v>fēcerō</v> fīnem.|Soon I will have made an end.|1P sg. futperf. act. ind.|Conjugation::faciō
